valuation_date,currency,rate_to_cny
2025-12-11,USD,7.05805
2025-12-12,EUR,8.2831
2025-12-12,HKD,0.9063
2025-12-12,JPY,0.045711
2025-12-12,USD,7.05515
2025-12-15,EUR,8.28351
2025-12-15,HKD,0.90553
2025-12-15,JPY,0.045905
2025-12-15,USD,7.0477
2025-12-16,EUR,8.272
2025-12-16,HKD,0.905
2025-12-16,JPY,0.045886
2025-12-16,USD,7.0421
2025-12-17,EUR,8.26971
2025-12-17,HKD,0.90517
2025-12-17,JPY,0.046068
2025-12-17,USD,7.04375
2025-12-18,EUR,8.25434
2025-12-18,HKD,0.90476
2025-12-18,JPY,0.046038
2025-12-18,USD,7.04175
2025-12-19,EUR,8.24472
2025-12-19,HKD,0.90475
2025-12-19,JPY,0.04594
2025-12-19,USD,7.04105
2025-12-22,EUR,8.27586
2025-12-22,HKD,0.9043
2025-12-22,JPY,0.045575
2025-12-22,USD,7.037
2025-12-23,EUR,8.28976
2025-12-23,HKD,0.90359
2025-12-23,JPY,0.045449
2025-12-23,USD,7.0285
2025-12-24,EUR,8.2625
2025-12-24,HKD,0.90204
2025-12-24,JPY,0.045501
2025-12-24,USD,7.0149
2025-12-25,EUR,8.2519
2025-12-25,HKD,0.90099
2025-12-25,JPY,0.045533
2025-12-25,USD,7.0059
2025-12-26,EUR,8.24864
2025-12-26,HKD,0.90148
2025-12-26,JPY,0.045506
2025-12-26,USD,7.0067
2025-12-29,EUR,8.24781
2025-12-29,HKD,0.90111
2025-12-29,JPY,0.04548
2025-12-29,USD,7.006
2025-12-30,EUR,8.21937
2025-12-30,HKD,0.89905
2025-12-30,JPY,0.045084
2025-12-30,USD,6.9964
2025-12-31,EUR,8.21445
2025-12-31,HKD,0.89845
2025-12-31,JPY,0.044751
2025-12-31,USD,6.9937
2026-01-01,EUR,8.21445
2026-01-01,HKD,0.89834
2026-01-01,JPY,0.044832
2026-01-01,USD,6.9937
2026-01-02,EUR,8.19662
2026-01-02,HKD,0.89748
2026-01-02,JPY,0.044956
2026-01-02,USD,6.9937
2026-01-04,USD,6.98865
2026-01-05,EUR,8.19175
2026-01-05,HKD,0.89753
2026-01-05,JPY,0.045507
2026-01-05,USD,6.98865
2026-01-06,EUR,8.1629
2026-01-06,HKD,0.89654
2026-01-06,JPY,0.0456
2026-01-06,USD,6.9837
2026-01-07,EUR,8.16853
2026-01-07,HKD,0.89843
2026-01-07,JPY,0.045914
2026-01-07,USD,6.9972
2026-01-08,EUR,8.14299
2026-01-08,HKD,0.89614
2026-01-08,JPY,0.04591
2026-01-08,USD,6.984
2026-01-09,EUR,8.12024
2026-01-09,HKD,0.89495
2026-01-09,JPY,0.045776
2026-01-09,USD,6.97735
2026-01-12,EUR,8.13592
2026-01-12,HKD,0.89436
2026-01-12,JPY,0.045707
2026-01-12,USD,6.97315
2026-01-13,EUR,8.12414
2026-01-13,HKD,0.8944
2026-01-13,JPY,0.045746
2026-01-13,USD,6.978
2026-01-14,EUR,8.11971
2026-01-14,HKD,0.89419
2026-01-14,JPY,0.045671
2026-01-14,USD,6.9736
2026-01-15,EUR,8.0866
2026-01-15,HKD,0.89337
2026-01-15,JPY,0.045653
2026-01-15,USD,6.9664
2026-01-16,EUR,8.08317
2026-01-16,HKD,0.89372
2026-01-16,JPY,0.045624
2026-01-16,USD,6.96885
2026-01-19,EUR,8.11033
2026-01-19,HKD,0.8931
2026-01-19,JPY,0.046341
2026-01-19,USD,6.96405
2026-01-20,EUR,8.1616
2026-01-20,HKD,0.89234
2026-01-20,JPY,0.046384
2026-01-20,USD,6.96115
2026-01-21,EUR,8.13627
2026-01-21,HKD,0.89308
2026-01-21,JPY,0.046429
2026-01-21,USD,6.9639
2026-01-22,EUR,8.19758
2026-01-22,HKD,0.89429
2026-01-22,JPY,0.046572
2026-01-22,USD,6.9734
2026-01-23,EUR,8.23613
2026-01-23,HKD,0.89305
2026-01-23,JPY,0.046555
2026-01-23,USD,6.96325
2026-01-26,EUR,8.26212
2026-01-26,HKD,0.8918
2026-01-26,JPY,0.046331
2026-01-26,USD,6.95435
2026-01-27,EUR,8.37438
2026-01-27,HKD,0.89166
2026-01-27,JPY,0.046473
2026-01-27,USD,6.9546
2026-01-28,EUR,8.30373
2026-01-28,HKD,0.89033
2026-01-28,JPY,0.045906
2026-01-28,USD,6.9464
2026-01-29,EUR,8.31758
2026-01-29,HKD,0.8901
2026-01-29,JPY,0.04576
2026-01-29,USD,6.9484
2026-01-30,EUR,8.23782
2026-01-30,HKD,0.88949
2026-01-30,JPY,0.045784
2026-01-30,USD,6.95175
2026-02-02,EUR,8.19062
2026-02-02,HKD,0.88934
2026-02-02,JPY,0.045797
2026-02-02,USD,6.9465
2026-02-03,EUR,8.20032
2026-02-03,HKD,0.88788
2026-02-03,JPY,0.045762
2026-02-03,USD,6.93825
2026-02-04,EUR,8.19612
2026-02-04,HKD,0.88843
2026-02-04,JPY,0.045997
2026-02-04,USD,6.94175
2026-02-05,EUR,8.17106
2026-02-05,HKD,0.8878
2026-02-05,JPY,0.045995
2026-02-05,USD,6.93815
2026-02-06,EUR,8.19976
2026-02-06,HKD,0.88801
2026-02-06,JPY,0.045936
2026-02-06,USD,6.93895
2026-02-09,EUR,8.24787
2026-02-09,HKD,0.88573
2026-02-09,JPY,0.045694
2026-02-09,USD,6.92255
2026-02-10,EUR,8.22063
2026-02-10,HKD,0.88383
2026-02-10,JPY,0.045485
2026-02-10,USD,6.911
2026-02-11,EUR,8.20672
2026-02-11,HKD,0.8842
2026-02-11,JPY,0.045562
2026-02-11,USD,6.91325
2026-02-12,EUR,8.19195
2026-02-12,HKD,0.88292
2026-02-12,JPY,0.045808
2026-02-12,USD,6.9011
2026-02-13,EUR,8.19953
2026-02-13,HKD,0.88374
2026-02-13,JPY,0.046013
2026-02-13,USD,6.90865
2026-02-14,USD,6.90865
2026-02-16,EUR,8.18744
2026-02-16,HKD,0.88382
2026-02-16,JPY,0.045641
2026-02-16,USD,6.90865
2026-02-17,EUR,8.1902
2026-02-17,HKD,0.8839
2026-02-17,JPY,0.045435
2026-02-17,USD,6.90865
2026-02-18,EUR,8.14081
2026-02-18,HKD,0.88401
2026-02-18,JPY,0.045351
2026-02-18,USD,6.90865
2026-02-19,EUR,8.1339
2026-02-19,HKD,0.884
2026-02-19,JPY,0.045525
2026-02-19,USD,6.90865
2026-02-20,EUR,8.13943
2026-02-20,HKD,0.88394
2026-02-20,JPY,0.045524
2026-02-20,USD,6.90865
2026-02-23,EUR,8.14219
2026-02-23,HKD,0.88342
2026-02-23,JPY,0.045813
2026-02-23,USD,6.90865
2026-02-24,EUR,8.10413
2026-02-24,HKD,0.8798
2026-02-24,JPY,0.045776
2026-02-24,USD,6.88395
2026-02-25,EUR,8.11316
2026-02-25,HKD,0.87835
2026-02-25,JPY,0.045736
2026-02-25,USD,6.86945
2026-02-26,EUR,8.07096
2026-02-26,HKD,0.87435
2026-02-26,JPY,0.045632
2026-02-26,USD,6.84125
2026-02-27,EUR,8.10228
2026-02-27,HKD,0.87667
2026-02-27,JPY,0.045525
2026-02-27,USD,6.8582
2026-02-28,USD,6.88255
2026-03-01,EUR,8.10228
2026-03-01,JPY,0.045525
2026-03-01,USD,6.88255
2026-03-02,EUR,8.04467
2026-03-02,HKD,0.87986
2026-03-02,JPY,0.046014
2026-03-02,USD,6.88255
2026-03-03,EUR,8.01418
2026-03-03,HKD,0.88395
2026-03-03,JPY,0.046334
2026-03-03,USD,6.90015
2026-03-04,EUR,8.02403
2026-03-04,HKD,0.88214
2026-03-04,JPY,0.046637
2026-03-04,USD,6.89735
2026-03-05,EUR,7.99994
2026-03-05,HKD,0.88121
2026-03-05,JPY,0.046888
2026-03-05,USD,6.89145
2026-03-06,EUR,8.01386
2026-03-06,HKD,0.88154
2026-03-06,JPY,0.0469
2026-03-06,USD,6.8975
2026-03-09,EUR,8.03768
2026-03-09,HKD,0.883
2026-03-09,JPY,0.047347
2026-03-09,USD,6.9073
2026-03-10,EUR,7.98512
2026-03-10,HKD,0.87878
2026-03-10,JPY,0.046962
2026-03-10,USD,6.8772
2026-03-11,EUR,7.94219
2026-03-11,HKD,0.87729
2026-03-11,JPY,0.046946
2026-03-11,USD,6.86625
2026-03-12,EUR,7.90719
2026-03-12,HKD,0.87759
2026-03-12,JPY,0.046948
2026-03-12,USD,6.86895
2026-03-13,EUR,7.8735
2026-03-13,HKD,0.88084
2026-03-13,JPY,0.04706
2026-03-13,USD,6.8966
2026-03-16,EUR,7.93368
2026-03-16,HKD,0.88058
2026-03-16,JPY,0.04716
2026-03-16,USD,6.89615
2026-03-17,EUR,7.94708
2026-03-17,HKD,0.87876
2026-03-17,JPY,0.046852
2026-03-17,USD,6.88685
2026-03-18,EUR,7.87085
2026-03-18,HKD,0.87671
2026-03-18,JPY,0.046803
2026-03-18,USD,6.8729
2026-03-19,EUR,7.99693
2026-03-19,HKD,0.88073
2026-03-19,JPY,0.04685
2026-03-19,USD,6.90045
2026-03-20,EUR,7.96825
2026-03-20,HKD,0.87892
2026-03-20,JPY,0.046802
2026-03-20,USD,6.8864
2026-03-23,EUR,7.9912
2026-03-23,HKD,0.87827
2026-03-23,JPY,0.046698
2026-03-23,USD,6.88125
2026-03-24,EUR,8.00047
2026-03-24,HKD,0.8804
2026-03-24,JPY,0.046709
2026-03-24,USD,6.8925
2026-03-25,EUR,7.97721
2026-03-25,HKD,0.88261
2026-03-25,JPY,0.046712
2026-03-25,USD,6.9016
2026-03-26,EUR,7.96752
2026-03-26,HKD,0.88304
2026-03-26,JPY,0.047009
2026-03-26,USD,6.91145
2026-03-27,EUR,7.95548
2026-03-27,HKD,0.88234
2026-03-27,JPY,0.046908
2026-03-27,USD,6.9118
2026-03-30,EUR,7.92582
2026-03-30,HKD,0.88204
2026-03-30,JPY,0.046988
2026-03-30,USD,6.91245
2026-03-31,EUR,7.97076
2026-03-31,HKD,0.87985
2026-03-31,JPY,0.046747
2026-03-31,USD,6.899
2026-04-01,EUR,7.96443
2026-04-01,HKD,0.87674
2026-04-01,JPY,0.047077
2026-04-01,USD,6.8727
2026-04-02,EUR,7.94605
2026-04-02,HKD,0.87846
2026-04-02,JPY,0.047522
2026-04-02,USD,6.88655
2026-04-03,EUR,7.92669
2026-04-03,HKD,0.87805
2026-04-03,JPY,0.047407
2026-04-03,USD,6.8826
2026-04-06,EUR,7.94355
2026-04-06,HKD,0.8781
2026-04-06,JPY,0.046964
2026-04-06,USD,6.8826
2026-04-07,EUR,7.95116
2026-04-07,HKD,0.87497
2026-04-07,JPY,0.046596
2026-04-07,USD,6.8574
2026-04-08,EUR,7.96548
2026-04-08,HKD,0.87184
2026-04-08,JPY,0.046568
2026-04-08,USD,6.8297
2026-04-09,EUR,7.99326
2026-04-09,HKD,0.87192
2026-04-09,JPY,0.046981
2026-04-09,USD,6.83185
2026-04-10,EUR,8.00242
2026-04-10,HKD,0.87175
2026-04-10,JPY,0.046779
2026-04-10,USD,6.828
2026-04-13,EUR,8.03187
2026-04-13,HKD,0.87217
2026-04-13,JPY,0.046815
2026-04-13,USD,6.8304
2026-04-14,EUR,8.03992
2026-04-14,HKD,0.87006
2026-04-14,JPY,0.046576
2026-04-14,USD,6.8158
2026-04-15,EUR,8.04519
2026-04-15,HKD,0.87029
2026-04-15,JPY,0.046566
2026-04-15,USD,6.81825
2026-04-16,EUR,8.03663
2026-04-16,HKD,0.87163
2026-04-16,JPY,0.04658
2026-04-16,USD,6.8214
2026-04-17,EUR,8.01994
2026-04-17,HKD,0.87037
2026-04-17,JPY,0.045866
2026-04-17,USD,6.81765
2026-04-20,HKD,0.87057
2026-04-21,HKD,0.87104
2026-04-22,HKD,0.8716
2026-04-23,HKD,0.87151
2026-04-24,HKD,0.87238
2026-04-27,HKD,0.87054
2026-04-28,HKD,0.87253
2026-04-29,HKD,0.87243
2026-04-30,HKD,0.87169
2026-05-01,HKD,0.87144
2026-05-04,HKD,0.87192
2026-05-05,HKD,0.87161
2026-05-06,HKD,0.86923
2026-05-07,HKD,0.86831
2026-05-08,HKD,0.86859
2026-05-11,HKD,0.86793
2026-05-12,HKD,0.86755
2026-05-13,HKD,0.86727
2026-05-14,HKD,0.86625
2026-05-15,HKD,0.8695
2026-05-18,HKD,0.86839
2026-05-19,HKD,0.8699
2026-05-20,HKD,0.86812
2026-05-21,HKD,0.86831
2026-05-22,HKD,0.86714
2026-05-25,HKD,0.86594
2026-05-26,HKD,0.86598
2026-05-27,HKD,0.86523
2026-05-28,HKD,0.8654
2026-05-29,HKD,0.86329
2026-06-01,HKD,0.86315
2026-06-02,HKD,0.86284
2026-06-03,HKD,0.86374
2026-06-04,HKD,0.86457
2026-06-05,HKD,0.86345
2026-06-08,HKD,0.86552
2026-06-09,HKD,0.86407
2026-06-10,HKD,0.86444
2026-06-11,HKD,0.8651
